name,price,speed,modules,color,cas_latency
Kingston FURY Renegade Pro 32 GB,205.99,"5,5600","1,32",Black,28
G.Skill Trident Z RGB 16 GB,124.92,"4,3600","2,8",Black,17
Samsung M391A2K43BB1-CRC 16 GB,58.98,"4,2400","1,16",Green,17
G.Skill Sniper 16 GB,60.71,"3,2400","2,8",Black / Red,11
Kingston FURY Renegade 16 GB,124.8,"5,8000","1,16",Silver / White,38
G.Skill Trident Z5 RGB 32 GB,128.03,"5,6000","2,16",Silver / Black,40
Kingston FURY Beast 8 GB,59.94,"5,4800","1,8",Black,38
Kingston Server Premier 16 GB,86.99,"4,3200","1,16",,22
G.Skill Sniper X 32 GB,120.74,"4,3600","2,16",Black / White,19
Crucial CT2K32G52C42U5 64 GB,189.95,"5,5200","2,32",Black,42
Kingston FURY Renegade Pro 16 GB,114.99,"5,4800","1,16",Black,36
G.Skill Ripjaws X 8 GB,32.6,"3,1866","1,8",Black / Red,10
Crucial CT102472BA186D 8 GB,39.97,"3,1866","1,8",Green / Black,13
Thermaltake TOUGHRAM RGB 16 GB,145,"4,4400","2,8",White / Silver,19
G.Skill Trident Z Royal 64 GB,719.52,"4,3600","8,8",Silver,14
Kingston FURY Impact 32 GB,94.99,"5,4800","2,16",Black,38
Kingston FURY Renegade 32 GB,203.98,"5,7600","2,16",Silver / Black,38
Kingston FURY Beast 16 GB,77.98,"5,6400","1,16",Black,32
Kingston ValueRAM 2 GB,13.49,"2,667","1,2",Green,5
Kingston KVR16N11S8/4 4 GB,19.57,"3,1600","1,4",Green,11
Corsair Dominator Platinum 8 GB,168.34,"4,2800","2,4",Black / Silver,15
Corsair Dominator Platinum RGB 32 GB,111.93,"4,3200","2,16",Black,16
TEAMGROUP T-Create Classic 32 GB,74.98,"5,5600","1,32",Black,46
Kingston FURY Beast 32 GB,147.99,"5,6400","1,32",Black,32
Crucial CT2KIT25664AA800 4 GB,31.49,"2,800","2,2",Green,6
Crucial CT25664BA1339 2 GB,14.99,"3,1333","1,2",Green,9
Kingston KTD-PE316LLQ/32G 32 GB,250.85,"3,1600","1,32",Silver,11
G.Skill Trident Z RGB 16 GB,294.79,"4,3200","2,8",Black,14
Kingston Fury Renegade RGB 64 GB,492,"4,3600","4,16",Black / Silver,16
PNY XLR8 Gaming EPIC-X RGB 16 GB,108.09,"4,3200","2,8",White,16
Kingston FURY Renegade 24 GB,129.31,"5,7200","1,24",Silver / Black,38
Crucial CT32G4RFD4266 32 GB,64.98,"4,2666","1,32",Green / Black,19
Corsair Vengeance 32 GB,131.99,"5,6200","2,16",Black,36
TEAMGROUP Xtreem 48 GB,181.99,"5,7200","2,24",White,34
Samsung M471A4G43MB1 32 GB,83.97,"4,2666","1,32",Green / Black,19
G.Skill Ares 16 GB,94.06,"3,2400","2,8",Black / Blue,11
G.Skill Trident Z 32 GB,115,"4,3200","2,16",Silver / White,16
G.Skill Trident Z5 RGB 64 GB,209.99,"5,6000","2,32",White / Black,32
TEAMGROUP T-Force Delta RGB 64 GB,168.99,"5,5600","2,32",Black,36
Kingston FURY Renegade Pro 32 GB,196.8,"5,4800","1,32",Black,36
Kingston KVR16E11K4/32 32 GB,123.78,"3,1600","4,8",Green,11
TEAMGROUP T-Force Vulcan 32 GB,92.99,"5,5600","2,16",Red,32
TEAMGROUP T-Create Master 64 GB,420.99,"5,6000","4,16",Black,32
G.Skill Sniper 16 GB,71.29,"3,2400","4,4",Black / Red,11
Corsair Vengeance RGB Pro 16 GB,59.99,"4,3200","2,8",Black,16
Klevv CRAS XR5 RGB 32 GB,134.29,"5,7000","2,16",White / Black,36
Kingston Fury Renegade RGB 16 GB,125.99,"5,8000","1,16",Silver / White,38
Corsair Vengeance 12 GB,84.98,"3,1600","3,4",Black / Silver,9
Crucial CT51264BD160BJ 4 GB,11.5,"3,1600","1,4",Black / Green,11
Kingston ValueRAM 8 GB,42.95,"4,2133","1,8",Black / Green,15
Corsair Vengeance RGB RT 16 GB,59.99,"4,3600","2,8",Black,18
Mushkin Silverline 16 GB,107.12,"4,2133","1,16",Silver,15
Kingston FURY 32 GB,139.84,"5,5200","1,32",White,40
Silicon Power XPOWER Pulse Gaming 32 GB,107.82,"5,5600","2,16",Black / White,40
Kingston FURY Beast 32 GB,144.15,"5,6400","1,32",White,32
Kingston KVR13N9S8/4 4 GB,15.52,"3,1333","1,4",Green,9
Patriot Viper 3 32 GB,184.17,"3,1866","4,8",Black / Silver,10
Kingston KVR13N9K3/24 24 GB,99.99,"3,1333","3,8",Green,9
Crucial CT4K16G4DFD8213 64 GB,359.96,"4,2133","4,16",Black / Green,15
Kingston Server Premier 16 GB,64.5,"4,3200","1,16",,22
TEAMGROUP Elite Plus 32 GB,78.98,"5,4800","1,32",Black,40
TEAMGROUP Elite 32 GB,80.98,"4,3200","2,16",Black,22
Lexar LD4AS032G-B3200GSST 32 GB,131.53,"4,3200","1,32",Black,22
Crucial CT16G3ERSLD4160B 16 GB,22.49,"3,1600","1,16",Black / Green,11
G.Skill Trident Z RGB 128 GB,324.99,"4,3200","4,32",Black,16
Crucial CT8G4SFS824A 8 GB,28.25,"4,2400","1,8",Green / Black,17
Corsair Vengeance RGB Pro 32 GB,198,"4,3000","2,16",Black,15
Kingston FURY Beast 32 GB,151.83,"5,6400","2,16",White,32
Kingston FURY Beast 32 GB,228.19,"5,6000","1,32",White,30
Corsair Vengeance RGB 32 GB,419.43,"4,3600","2,16",,18
Corsair Vengeance RGB RS 16 GB,85.99,"4,3600","1,16",Black,18
Patriot Viper Elite 5 RGB 32 GB,109.99,"5,6600","2,16",White,36
Kingston FURY Renegade Pro 16 GB,119.61,"5,6000","1,16",Black,32
Kingston Fury Beast RGB Special Edition 8 GB,39.99,"4,3600","1,8",White,17
G.Skill NT 8 GB,53.5,"4,2133","2,4",Black,15
Corsair Dominator Platinum RGB 16 GB,101.69,"4,4000","2,8",White,19
Kingston FURY Beast RGB 32 GB,153.99,"5,6400","1,32",Black,32
Crucial CT32G4DFD8266 32 GB,127.65,"4,2666","1,32",Green / Black,19
Corsair Vengeance RGB Pro SL 16 GB,83.99,"4,3200","2,8",Black,16
Corsair Vengeance RGB RT 16 GB,73.67,"4,4000","2,8",Black,18
Kingston ValueRAM 32 GB,99,"4,2666","1,32",Green,19
Kingston KSM48R40BS4TMM-32HMR 32 GB,122.86,"5,4800","1,32",Green,40
Corsair Vengeance RGB 64 GB,213.99,"5,5600","2,32",White / Black,36
Kingston FURY Renegade 16 GB,209.32,"5,6000","1,16",Silver / White,32
V-Color TRA548G68D834O 384 GB,3369.99,"5,6800","8,48",Black,34
Kingston FURY Beast 32 GB,130.5,"5,6000","1,32",White,30
G.Skill Ripjaws 8 GB,34.53,"3,1600","2,4",Black / Red,9
Kingston KVR1333D3K2/2GR 2 GB,29.61,"3,1333","2,1",Green,9
Kingston KVR21R15S4K4/32 32 GB,128.62,"4,2133","4,8",Black / Green,15
Corsair Vengeance LPX 4 GB,31.03,"4,2400","1,4",Black / Yellow,16
Crucial CT4K8G4DFS8266 32 GB,129.99,"4,2666","4,8",Green,19
Corsair Vengeance RGB Pro 64 GB,589.1,"4,3466","4,16",Black,16
Kingston FURY Beast 4 GB,42.91,"4,3200","1,4",Black,16
G.Skill Ripjaws 64 GB,148.99,"4,3200","2,32",Blue / Black,22
Kingston FURY Impact 64 GB,229.99,"4,3200","2,32",Black,20
TEAMGROUP T-Create Classic 32 GB,80.98,"5,5600","2,16",Black,46
Patriot Signature Line 32 GB,74.98,"5,4800","1,32",Black,46
Corsair Vengeance RGB Pro 16 GB,308.18,"4,4000","2,8",Black,16
G.Skill Trident Z Royal 16 GB,169,"4,4000","2,8",Gold,15
TEAMGROUP T-Force Vulcanα 64 GB,165.49,"5,6000","2,32",Red,38
Corsair Vengeance Performance 32 GB,124,"4,2666","2,16",Black / Yellow,18
G.Skill Trident Z Neo 16 GB,124,"4,3200","2,8",Silver / Black,14
Kingston Server Premier 16 GB,69.95,"4,3200","1,16",,22
Crucial CT8G3S160BM 8 GB,17.39,"3,1600","1,8",Black / Green,11
G.Skill Ripjaws S5 32 GB,104.99,"5,6000","2,16",White,32
G.Skill Sniper 32 GB,122.87,"3,2133","4,8",Black / Red,10
Crucial CT2KIT102472BD160B 16 GB,99.49,"3,1600","2,8",Black / Green,11
G.Skill Ripjaws 16 GB,68.7,"4,2666","4,4",Red,15
G.Skill Ripjaws V 16 GB,249.99,"4,3600","2,8",Black,16
G.Skill Trident Z5 32 GB,97.99,"5,6000","2,16",Silver / Black,36
G.Skill Sniper X 32 GB,75.15,"4,2400","4,8",Black / White,17
Kingston FURY Renegade Pro 128 GB,848.48,"5,6000","4,32",Black,32
G.Skill Ripjaws X 8 GB,25.23,"3,1333","1,8",Black / Red,9
G.Skill Flare X 64 GB,241.48,"4,3200","4,16",Black,16
Patriot Viper Elite II 32 GB,77.98,"4,3200","1,32",Red / Black,18
Lenovo Total Micro 16 GB,44.99,"4,2666","1,16",Black,19
Kingston FURY Renegade 16 GB,96.93,"5,6400","1,16",Silver / White,32
G.Skill Value 8 GB,23.8,"3,1600","2,4",Black,11
G.Skill NT 16 GB,83.5,"4,2400","2,8",Black,15
Corsair Vengeance LED 32 GB,259.36,"4,3333","2,16",Black,16
Patriot Viper Steel 16 GB,53.99,"4,3000","2,8",Silver / Black,16
G.Skill Trident Z5 RGB 32 GB,170.6,"5,6600","2,16",White / Black,34
Kingston FURY Renegade 16 GB,145.05,"5,6000","1,16",White / Silver,32
G.Skill Zeta R5 128 GB,1635.43,"5,6000","8,16",Black / White,30
G.Skill Ripjaws X 8 GB,51.94,"3,2133","2,4",Black / Blue,9
G.Skill NT 8 GB,59,"4,2133","1,8",Black,15
Corsair Vengeance RGB 32 GB,301.26,"4,3000","4,8",Black,15
Corsair Dominator Platinum RGB 16 GB,90.52,"4,3200","2,8",Black,16
Thermaltake H-ONE 16 GB,71.84,"4,3200","2,8",Black / Silver,16
Kingston FURY Beast RGB 16 GB,98.09,"5,4800","1,16",Black,38
Kingston FURY Renegade 128 GB,379.99,"4,3200","4,32",Black,16
Patriot Viper Venom RGB 16 GB,289.36,"4,4000","2,8",Black,19
Kingston Fury Renegade RGB 16 GB,109,"5,7200","1,16",Silver / Black,38
Kingston FURY Renegade 16 GB,97.2,"5,6800","1,16",Silver / White,36
Kingston FURY Beast RGB 16 GB,80.52,"5,6400","1,16",Black,32
TEAMGROUP Elite 32 GB,68.98,"4,2666","2,16",Black,19
Silicon Power SP008GLSTU160N02 8 GB,15.99,"3,1600","1,8",Green,11
Mushkin Redline 64 GB,149.99,"5,4800","2,32",Black,40
G.Skill Ripjaws M5 RGB 64 GB,209.99,"5,6000","2,32",Black,32
G.Skill Trident Z RGB 32 GB,449,"4,4133","4,8",Black,17
G.Skill Trident Z 32 GB,149,"4,3200","2,16",Silver / Black,16
G.Skill Ripjaws X 8 GB,25.18,"3,1600","1,8",Black / Red,10
G.Skill Ripjaws X 16 GB,99.18,"3,2133","2,8",Black / Blue,10
PNY NHS 8 GB,17.98,"3,1600","1,8",Black / Green,11
Corsair Vengeance LPX 16 GB,89.57,"4,3600","2,8",Black / Yellow,20
G.Skill Aegis 16 GB,59.72,"4,2400","1,16",Black / Red,17
Kingston FURY Beast 8 GB,67.56,"4,3200","2,4",Black / Silver,16
Patriot Viper Venom RGB 32 GB,201.75,"5,6600","2,16",Black / White,40
G.Skill Ripjaws X 8 GB,27.26,"3,1333","2,4",Black / Red,9
Patriot Signature 8 GB,122.57,"3,1600","1,8",Green,11
G.Skill Sniper Gaming 16 GB,53.96,"3,1866","2,8",Black / Red,10
Corsair Vengeance LED 16 GB,170,"4,2400","2,8",Black / White,16
Thermaltake TOUGHRAM RGB 16 GB,153.79,"4,4400","2,8",Black / Silver,19
Kingston ValueRAM 8 GB,26.43,"4,2666","1,8",Green,19
Kingston FURY Renegade 64 GB,219.99,"4,3600","2,32",Black,18
Corsair CMV4GX3M1A1333C9 4 GB,31.98,"3,1333","1,4",Black / Silver,9
G.Skill F3-12800CL9D-4GBSQ 4 GB,21.64,"3,1600","2,2",Green,9
Corsair Vengeance 8 GB,40.99,"3,1600","1,8",Black / Silver,9
Corsair XMS3 4 GB,36.35,"3,1600","1,4",Black / White,11
G.Skill Ripjaws 32 GB,80.31,"4,2400","4,8",Red,15
Kingston D2G72M151 16 GB,199.59,"4,2133","1,16",Black / Green,15
Micron MT16KTF1G64AZ-1G6E1 8 GB,24.76,"3,1600","1,8",Green,11
Kingston Server Premier 16 GB,76.51,"4,3200","1,16",,22
TEAMGROUP T-Force Xtreem ARGB 16 GB,279.73,"4,3200","2,8",White,14
Patriot Signature Line 4 GB,15.98,"4,2666","1,4",,19
Kingston KSM48R40BD8KMM-32HMR 32 GB,200.09,"5,4800","1,32",Green,40
Kingston Fury Renegade RGB 16 GB,111.76,"5,7600","1,16",Silver / Black,38
V-Color TRA548G64D832O 384 GB,3129.99,"5,6400","8,48",Black,32
TEAMGROUP Elite 32 GB,76.37,"4,3200","1,32",Black,22
Crucial CT2K8G4SFS8266 16 GB,37.49,"4,2666","2,8",Green / Black,19
Crucial CT2K8G3S160BM 16 GB,28.45,"3,1600","2,8",Black / Green,11
Crucial CT2K16G4SFD8213 32 GB,70,"4,2133","2,16",Black / Green,15
G.Skill Trident Z Neo 16 GB,324.99,"4,3600","2,8",Black / Silver,14
Kingston ValueRAM 4 GB,21,"4,3200","1,4",,22
Kingston FURY Beast RGB 32 GB,149.71,"5,6400","1,32",White,32
Kingston KVR16R11D4/8I 8 GB,11.99,"3,1600","1,8",Green,11
TEAMGROUP T-Force Vulcan 32 GB,89.99,"5,6400","2,16",Red,40
Corsair Dominator Platinum RGB 32 GB,162.99,"5,6200","2,16",Black,36
Kingston Server Premier 16 GB,108.59,"4,2666","1,16",,19
ADATA XPG SPECTRIX D50 32 GB,108.52,"4,3600","1,32",Black,18
Kingston FURY Renegade Pro 16 GB,129.96,"5,6400","1,16",Black / Gray,32
Kingston ValueRAM 16 GB,58.78,"4,2400","1,16",Black / Green,17
Corsair Vengeance LPX 16 GB,123.5,"4,3000","4,4",Black / Yellow,16
G.Skill Trident Z 16 GB,109,"4,3200","2,8",Black / White,15
G.Skill Trident Z Neo 32 GB,299,"4,3200","4,8",Black / Silver,14
G.Skill Trident Z5 RGB 32 GB,204.68,"5,5600","2,16",Silver / Black,36
Corsair Vengeance RGB Pro SL 64 GB,280.99,"4,3200","4,16",Black,16
Patriot Signature Line 16 GB,39.99,"4,2666","1,16",Black,19
Timetec PINNACLE Konduit 32 GB,69.99,"4,3200","1,32",White,16
G.Skill Ripjaws 4 GB,25.09,"3,1600","2,2",Black / Red,9
Corsair XMS 64 GB,340.84,"3,1333","8,8",Black / Silver,9
Kingston KVR13N9K2/16 16 GB,99.5,"3,1333","2,8",Green,9
G.Skill Ripjaws X 4 GB,17.78,"3,1600","1,4",,9
Kingston KCP421NS8/8 8 GB,39.85,"4,2133","1,8",Black / Green,15
G.Skill Trident Z 64 GB,877.11,"4,3200","8,8",Black / Yellow,16
G.Skill Trident Z 16 GB,56.52,"4,3200","2,8",Silver / Black,16
Crucial CT16G4XFD8266 16 GB,69.89,"4,2666","1,16",Green / Black,19
Kingston Server Premier 32 GB,166.99,"4,3200","1,32",,22
Mushkin Proline 32 GB,164.39,"4,3200","1,32",,22
G.Skill F4-3600C17Q2-128GTZSW 128 GB,496.64,"4,3600","8,16",Gray / White,17
Thermaltake TOUGHRAM XG RGB 32 GB,299.99,"4,3600","2,16",Black / Silver,18
Thermaltake TOUGHRAM XG RGB 32 GB,304.98,"4,3600","2,16",White / Silver,18
Kingston FURY Renegade 32 GB,140.65,"5,6400","1,32",Silver / Black,32
TEAMGROUP T-Force Vulcan 32 GB,87.99,"5,5600","2,16",Red,36
Crucial CT8G56C46S5 8 GB,25.98,"5,5600","1,8",Black,46
G.Skill Ripjaws 16 GB,39.99,"4,2666","2,8",Green,19
Kingston FURY Beast RGB 32 GB,129.58,"5,6000","1,32",White,30
TEAMGROUP Elite 16 GB,45.99,"4,2666","1,16",Black,19
Corsair ValueSelect 4 GB,19.86,"4,2133","1,4",Black / Yellow,15
G.Skill F4-3200C16D-32GTZ 32 GB,90.33,"4,3200","2,16",Gray / Red,16
Silicon Power SP016GBLFU240X02 16 GB,36.16,"4,2400","1,16",,17
Kingston FURY Renegade Pro 64 GB,515,"5,6000","4,16",Black,32
GeIL EVO V RGB 32 GB,220.99,"5,8000","2,16",White,38
Samsung M471A1K43BB1-CRC 8 GB,23,"4,2400","1,8",Green,17
G.Skill Aegis 8 GB,35.85,"3,1600","1,8",,11
Corsair Vengeance Performance 16 GB,62.99,"4,2400","1,16",Black / Yellow,16
Corsair Dominator Platinum ROG Edition 32 GB,351.49,"4,3200","4,8",Black / Red,16
Corsair Dominator Platinum RGB 32 GB,174.99,"4,3600","4,8",Black,18
TEAMGROUP Elite Plus 16 GB,45.99,"5,4800","1,16",Black,40
Corsair CMV8GX3M2A1333C9 8 GB,39.11,"3,1333","2,4",Green,9
Corsair CMV16GX3M2A1600C11 16 GB,79.54,"3,1600","2,8",Green,9
Silicon Power SP004GBLTU160N02 4 GB,13.03,"3,1600","1,4",Black / Green,11
G.Skill NT 8 GB,92.4,"4,2400","1,8",Black,15
Corsair Dominator Platinum RGB 16 GB,88.75,"4,3600","2,8",White,18
Mushkin Proline 16 GB,61.36,"4,2133","1,16",,15
Kingston KSM48R40BD4TMM-64HMR 64 GB,379.99,"5,4800","1,64",Green,40
Kingston FURY Renegade 16 GB,105.98,"5,7600","1,16",Silver / Black,38
Kingston FURY Renegade 32 GB,189.99,"5,7200","2,16",Silver / White,38
Kingston FURY Renegade Pro 256 GB,1568,"5,5600","8,32",Black,28
Kingston FURY Beast RGB 16 GB,112.85,"5,6400","1,16",White,32
Kingston ValueRAM 2 GB,38.82,"2,667","2,1",Green,5
Patriot Viper Xtreme 6 GB,85.91,"3,2000","3,2",Black / Silver,9
G.Skill Ripjaws X 8 GB,45.35,"3,1866","2,4",Black / Red,9
Crucial CT2K4G4DFS8213 8 GB,69.98,"4,2133","2,4",Black / Green,15
Kingston KVR16N11S8K2/8 8 GB,35,"3,1600","2,4",Green,11
Kingston Savage 16 GB,389,"4,3000","2,8",Black,15
Corsair Vengeance LED 64 GB,499.61,"4,2666","4,16",Black / Red,16
Patriot Signature Line 8 GB,26.99,"4,2400","1,8",Green / Black,17
Crucial CT2K8G4RFS424A 16 GB,119.99,"4,2400","2,8",Green / Black,17
G.Skill Trident Z Royal 16 GB,279,"4,4400","2,8",Gold,18
G.Skill Trident Z Royal 64 GB,259.1,"4,4000","2,32",Silver,18
Kingston FURY Beast 32 GB,212.49,"5,4800","1,32",Black,38
Kingston Fury Renegade RGB 8 GB,62.99,"4,3600","1,8",Black,16
Kingston ValueRAM 8 GB,35.15,"4,2666","1,8",Green,19
Kingston FURY Impact 16 GB,72.73,"5,4800","2,8",Black,38
Kingston FURY Renegade Pro 256 GB,1425,"5,4800","8,32",Black,36
G.Skill Ripjaws 32 GB,76.98,"4,2400","2,16",Black / Blue,16
Crucial CT16G4SFD824A 16 GB,33.97,"4,2400","1,16",Black / Green,17
Corsair Vengeance Performance 16 GB,66.98,"4,2400","2,8",Black,16
HP 647901-B21 16 GB,28,"3,1333","1,16",Black / Green,9
Crucial CT16G4SFD8266 16 GB,35.49,"4,2666","1,16",Green / Black,19
Patriot Signature Line 4 GB,16.75,"3,1600","1,4",Black / Green,11
G.Skill Ripjaws V 16 GB,129,"4,3200","2,8",Black,16
Corsair Dominator Platinum RGB 32 GB,157.71,"4,4000","2,16",Black,18
Mushkin Proline 16 GB,47.52,"4,2666","1,16",,19
Kingston FURY Renegade Pro 128 GB,745,"5,5600","4,32",Black,36
G.Skill Sniper X 32 GB,105.75,"4,3200","2,16",Black / Camo,16
G.Skill Trident Z5 RGB 32 GB,229.21,"5,6000","2,16",White / Black,32
OCZ Fatal1ty Edition 4 GB,119.96,"2,800","2,2",Black,5
G.Skill Ares 8 GB,59.99,"3,1600","2,4",Black / Blue,9
Crucial CT16G4RFD8266 16 GB,41.95,"4,2666","1,16",Green / Black,19
Kingston FURY Renegade Pro 64 GB,440,"5,5600","4,16",Black,28
Kingston ValueRAM 48 GB,74.98,"3,1600","3,16",Black / Green,11
Samsung M393B5170FH0-CH9 4 GB,11.77,"3,1333","1,4",Black / Green,9
G.Skill Trident Z RGB 128 GB,458.83,"4,3600","4,32",Black,16
Kingston HyperX 8 GB,124.52,"3,1600","2,4",Blue / Silver,9
G.Skill Ares 16 GB,64.84,"3,1600","4,4",Black / Orange,9
G.Skill Ares 16 GB,53.22,"3,1600","2,8",Black / Red,9
Kingston KVR21N15D8/8 8 GB,50,"4,2133","1,8",Black / Green,15
Patriot Viper 4 16 GB,82.49,"4,2400","2,8",Black / Red,15
PNY XLR8 Gaming EPIC-X RGB 16 GB,85.99,"4,4000","2,8",Black,18
PNY XLR8 Gaming EPIC-X RGB 32 GB,139.99,"4,3200","2,16",White,16
Corsair Dominator Platinum RGB 64 GB,229.99,"5,5600","2,32",Black,40
Kingston FURY Impact 8 GB,42.74,"4,3200","1,8",Black,20
Kingston FURY Renegade 32 GB,203.47,"5,7600","2,16",Silver / White,38
G.Skill Ares 16 GB,99.02,"3,2133","2,8",Black / Blue,10
Transcend JetRam 8 GB,46.1,"3,1600","1,8",Black / Green,11
Silicon Power SP008GBLTU160N02 8 GB,19.8,"3,1600","1,8",Black / Green,11
Mushkin Essentials 8 GB,28.43,"4,2133","2,4",Black / Green,15
Kingston ValueRAM 4 GB,29.99,"4,2133","1,4",Black / Green,15
Kingston KCP316ND8/8 8 GB,19.98,"3,1600","1,8",Black / Green,11
Crucial CT4K16G4DFD8266 64 GB,263.55,"4,2666","4,16",Green,19
Corsair Vengeance RGB 16 GB,136.25,"4,3200","2,8",Black,16
Samsung M393A1G40EB1-CRC 8 GB,17.62,"4,2400","1,8",Green / Black,17
Crucial CT16G4WFD8266 16 GB,87.77,"4,2666","1,16",Green,19
Crucial Ballistix Sport AT 16 GB,89.99,"4,2666","1,16",Silver / Black,16
Crucial CT4K8G4DFD824A 32 GB,128.88,"4,2400","4,8",Green / Black,17
Kingston Fury Renegade RGB 32 GB,108.99,"4,3200","1,32",Black / Silver,16
Kingston FURY Renegade 8 GB,117.59,"4,3600","1,8",Black,16
Patriot Viper Elite II 8 GB,28.94,"4,2666","1,8",Red / Black,16
Patriot Viper Elite II 8 GB,32.94,"4,4000","1,8",Red / Black,20
G.Skill Ripjaws V 256 GB,768.19,"4,2666","8,32",Red,19
Corsair Vengeance RGB Pro SL 16 GB,97.99,"4,4000","2,8",Black,18
Kingston FURY Renegade 16 GB,80.18,"5,7200","1,16",Silver / Black,38
Kingston FURY Renegade 16 GB,77.27,"5,6800","1,16",Silver / Black,36
Kingston FURY 16 GB,114.55,"5,5600","1,16",White,40
G.Skill Ripjaws S5 48 GB,223.68,"5,5600","2,24",Black,40
Mushkin Essentials 64 GB,287.68,"4,3200","2,32",Green / Black,22
Crucial CT8G4SFS8266 8 GB,19.89,"4,2666","1,8",Green / Black,19
Crucial CT2K32G4SFD8266 64 GB,216.38,"4,2666","2,32",Green / Black,19
Lexar LD4AS016G-B3200GSST 16 GB,82.28,"4,3200","1,16",Black,22
Crucial CT32G4RFD4213 32 GB,58.98,"4,2133","1,32",Green / Black,15
Mushkin Redline 96 GB,224.99,"5,4800","2,48",Black,40
Crucial CT2K8G4DFD824A 16 GB,39,"4,2400","2,8",Green,17
Kingston FURY Renegade Pro 64 GB,435,"5,4800","4,16",Black,36
G.Skill Ares 32 GB,126.75,"3,2133","4,8",Black / Red,11
Corsair ValueSelect 8 GB,36.67,"4,2133","1,8",Black / Yellow,15
Kingston Fury Renegade RGB 32 GB,115.93,"4,3600","1,32",Black,18
Mushkin Proline 8 GB,30.05,"4,2400","1,8",,17
IBM 00D4968 16 GB,74.98,"3,1600","1,16",Black / Green,11
Lexar Hades RGB 16 GB,69.98,"4,3600","2,8",Black,18
Patriot Signature Line 4 GB,12.99,"4,2400","1,4",,19
Kingston FURY Renegade 16 GB,85.99,"5,6400","1,16",White / Silver,32
Corsair Vengeance 4 GB,35.98,"3,1600","1,4",Black / Silver,9
Mushkin Essentials 8 GB,24.47,"3,1600","2,4",Green,11
G.Skill Ares 16 GB,42.77,"3,1600","2,8",Black / Orange,10
G.Skill Trident X 8 GB,59.58,"3,2400","2,4",Black / Red,10
Kingston KVR16LS11/8 8 GB,23.63,"3,1600","1,8",Green,11
G.Skill Aegis 32 GB,111.01,"4,2133","4,8",Black / Red,15
Crucial CT4K8G4DFS8213 32 GB,159,"4,2133","4,8",Black / Green,15
Thermaltake TOUGHRAM XG RGB 16 GB,154.98,"4,3600","2,8",Black / Silver,18
Kingston FURY Renegade 32 GB,259.98,"5,6000","2,16",White / Silver,32
Crucial CT2K32G4DFD8266 64 GB,179,"4,2666","2,32",Green,19
Kingston FURY Renegade Pro 32 GB,203.9,"5,6000","1,32",Black,32
Kingston FURY Renegade Pro 32 GB,241.55,"5,6400","1,32",Black,32
Kingston FURY Renegade Pro 64 GB,408.95,"5,5600","4,16",Black,36
TEAMGROUP T-Force Vulcan 64 GB,169.99,"5,5600","2,32",Black,38
Kingston ValueRAM 2 GB,19.25,"2,800","1,2",Green,5
Kingston HyperX 16 GB,276.89,"3,1600","4,4",Blue / Silver,9
Patriot Viper Xtreme 4 GB,66.98,"3,2000","2,2",Black / Silver,9
Kingston KVR1333D3N9K2/8G 8 GB,49.5,"3,1333","2,4",Green,9
Kingston KVR1333D3S8N9/2G 2 GB,24.42,"3,1333","1,2",Green,9
G.Skill Ripjaws Z 32 GB,129.57,"3,1600","8,4",Black / Red,9
G.Skill Ares 8 GB,35.17,"3,1600","2,4",Black / Orange,9
G.Skill Ripjaws X 8 GB,107,"3,2400","2,4",,11
VisionTek Adrenaline 4 GB,131.99,"2,800","1,4",Green,6
G.Skill Aegis 16 GB,69,"3,1333","2,8",,9
Kingston KVR16N11S6/2 2 GB,96.26,"3,1600","1,2",Black / Green,11
Mushkin Essentials 32 GB,128.38,"4,2133","2,16",Black / Green,15
G.Skill NT 16 GB,77.95,"4,2400","2,8",,17
Crucial CT8G4WFS824A 8 GB,106.42,"4,2400","1,8",Green,17
Crucial CT16G4TFD8266 16 GB,89.99,"4,2666","1,16",Green / Black,19
Mushkin Silverline 32 GB,113.99,"4,3200","1,32",Silver,22
Thermaltake TOUGHRAM XG RGB 64 GB,544.98,"4,3600","2,32",White / Silver,18
Corsair WS 64 GB,503.99,"5,5600","4,16",Black / Green,40
Kingston FURY Renegade Pro 256 GB,1504,"5,5600","8,32",Black,36
TEAMGROUP Xtreem ARGB 32 GB,119.99,"5,6400","2,16",White,32
Kingston FURY 32 GB,102.18,"5,5200","1,32",White,40
Kingston ValueRAM 16 GB,73.68,"4,3200","1,16",,22
G.Skill Ripjaws 16 GB,42.2,"4,2400","2,8",Black,16
Mushkin Redline 16 GB,36.76,"4,3200","2,8",,22
Crucial CT16G4RFD424A 16 GB,38.99,"4,2400","1,16",Green / Black,17
Patriot Viper Steel 16 GB,38.99,"4,2400","1,16",Black,18
Kingston FURY Impact 32 GB,202.33,"4,2666","1,32",Black,16
TEAMGROUP T-Create Master 64 GB,450.99,"5,6400","4,16",Black,32
G.Skill Ares 8 GB,39.29,"3,2400","2,4",Black / Blue,11
G.Skill Ripjaws Z 16 GB,73.22,"3,2133","4,4",,10
G.Skill Aegis 16 GB,68.39,"4,2133","4,4",Black / Red,15
VisionTek 900848 16 GB,155.04,"3,1600","1,16",Green / Black,11
Mushkin Redline 16 GB,57.65,"4,3600","2,8",White,16
Mushkin Redline Lumina 16 GB,70.98,"4,2666","2,8",Black,16
